geohome,geowork,likeIrpin,likeVishneve,likeBucha,likeVorzel,likeKocubinske,likeBoyarka,likeBrovary,likeBoryspil,likeVyshgorod,comments,liveSuburb,liveOkolica,isGoodWorkLocation,age,isRented,job,liveHouse,isInvestor,isActivist,isFreeAppartmentImportant,
49.8061|30.1080,50.4705|30.4107,Найкраще,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Погане,Нормальне,Біла Церква,Так,Так,Скоріше так,30,Ні,Software Developer,Так,Скоріше ні,Скоріше так,Так,
,,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,Погане,,Так,Ні,Так,32,Ні,Software Developer,Так,Важко відповісти,Важко відповісти,Скоріше ні,
48.0294|33.4658,48.0294|33.4658,,,,,,,,,,"Для фрилансерів це також є цікавим, і можливість спробувати себе в інших напрямках із користю для громади",Скоріше так,Скоріше так,Скоріше так,30,Скоріше так,Software Developer,Скоріше так,Скоріше так,Скоріше так,Скоріше так,
,,Нормальне,Погане,Погане,Погане,Погане,Погане,Найкраще,Найкраще,Нормальне,,Ні,Ні,Скоріше так,23,Так,Software Developer,Скоріше так,Так,Скоріше так,Скоріше так,
49.8301|24.0308,49.8350|24.0065,,,,,,,,,,,Так,Так,Скоріше так,21,Ні,Software Developer,Так,Скоріше так,Важко відповісти,Так,
50.4313|30.3896,50.4504|30.5152,Нормальне,Найкраще,Найкраще,Найкраще,Найкраще,Нормальне,Нормальне,Нормальне,Найкраще,,Так,Так,Так,28,Ні,Software Developer,Так,Скоріше так,Скоріше так,Скоріше ні,
"49.4949,23.5805","49.4807,24.0103",,,,,,,,,,,Так,Так,Так,26,Ні,Інша ІТ спеціальність,Так,Так,Так,Ні,
49.2362|28.4926,49.2472|28.5092,,,,,,,,,,,Скоріше так,Скоріше так,Скоріше так,23,Ні,BA/QA,Скоріше так,Скоріше так,Скоріше так,Так,
50.4544|30.3573,50.4390|30.5004,Нормальне,Нормальне,Нормальне,Важко відповісти,Нормальне,Нормальне,Погане,Важко відповісти,Важко відповісти,"дякую вам за час і зусилля, чудова ідея :)",Так,Так,Скоріше так,25,Ні,Software Developer,Так,Важко відповісти,Так,Скоріше так,
49.7857|24.0536,49.8333|24.0023,,,,,,,,,,,Скоріше ні,Так,Ні,33,Ні,BA/QA,Так,Скоріше так,Так,Ні,
50.5178|30.4932,50.4357|30.5003,Погане,Найкраще,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Найкраще,,Так,Так,Ні,28,Так,Software Developer,Так,Скоріше так,Ні,Ні,
,,,,,,,,,,,,Скоріше ні,Скоріше ні,Скоріше так,25,Так,BA/QA,Скоріше так,Важко відповісти,Так,Скоріше так,
50.3836|30.3218,50.4338|30.5096,Нормальне,Найкраще,Нормальне,Нормальне,Нормальне,Важко відповісти,Погане,Погане,Погане,,Так,Так,Скоріше так,36,Ні,Спеціальність не пов'язана з ІТ,Скоріше так,Важко відповісти,Важко відповісти,Ні,
49.0691|33.4117,49.0589|33.4020,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,"Может быть вы ещё гетто для программистов предложите? - с фиксированной зарплатной сеткой для всех, с полным отрывом от окружающего мира и людей иных специальностей?
Ещё можно понять создание отдельных посёлков/городов ради создания мощных технических центров, но никак не выселения на окраины мегаполисов, а то и вовсе на окраины провинциальных городков.
Но есть ли у нас технологии и те, кто может создавать оные? - Микрорайоны ""строителей"" сайтов-визиток и ангуляр-макак заранее обречены на крах, это уже не говоря о каких-то отдельных городах с ""магдебургским правом"".
Идите на хуй.",Ні,Ні,Так,27,Так,Software Developer,Так,Ні,Ні,Ні,
"50.451389, 30.630556","50.439221, 30.516327",Нормальне,Нормальне,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,,Скоріше так,Важко відповісти,Скоріше так,30,Ні,BA/QA,Так,Скоріше так,Скоріше так,Важко відповісти,
,,Нормальне,Нормальне,Погане,Важко відповісти,Важко відповісти,Важко відповісти,Нормальне,Нормальне,Нормальне,щасливе,Так,Скоріше ні,Скоріше так,28,Так,Software Developer,Так,Так,Скоріше так,Скоріше ні,
50.4741|30.4130,50.4339|30.5087,Найкраще,,Найкраще,,,,,,,Гостомель,Скоріше так,Скоріше так,Скоріше так,30,Так,Спеціальність не пов'язана з ІТ,Так,Скоріше так,Скоріше так,Скоріше так,
50.4063|30.3834,50.4387|30.6179,,Найкраще,Погане,,Нормальне,Нормальне,,Найкраще,,,Скоріше так,Скоріше так,Ні,24,Скоріше ні,BA/QA,Так,Так,Так,Так,
50.3200|30.3154,"50.422670, 30.508881",Нормальне,Нормальне,Нормальне,Нормальне,,Найкраще,Найкраще,Погане,Погане,,Так,Так,Скоріше ні,41,Ні,Інша ІТ спеціальність,Так,Ні,Так,Скоріше так,
50.3905|30.6231,50.4454|30.5124,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,,Важко відповісти,Ні,Так,26,Так,Software Developer,Так,Так,Так,Скоріше так,
50.4027|30.3336,50.4359|30.5002,,,,,,,,,,,Так,Так,Ні,24,Ні,Software Developer,Скоріше так,Так,Скоріше так,Скоріше так,
50.3498|30.1863,50.4248|30.5066,Погане,Нормальне,Погане,Погане,Нормальне,Найкраще,Погане,Погане,Погане,,Так,Так,Ні,34,Ні,Software Developer,Так,Ні,Так,Ні,
50.1773|30.3168,50.4543|30.4666,Погане,Найкраще,Погане,Погане,Найкраще,Найкраще,Погане,Погане,Погане,Васильків,Скоріше так,Скоріше так,Скоріше так,34,Ні,Software Developer,Скоріше так,Скоріше так,Скоріше ні,Скоріше так,
